Sender, Receiver, #hops, Total Time
1, 154, 19, 39999.999301
1, 196, 20, 44999.985666
1, 154, 19, 40000.035945
1, 197, 14, 69999.986157
1, 84, 14, 34999.982953
1, 96, 13, 26999.989567
1, 110, 14, 26000.030119
1, 172, 13, 41999.994986
1, 180, 12, 60000.015041
1, 97, 14, 29999.977069
1, 57, 4, 19999.985726
1, 45, 3, 15000.007898
1, 122, 17, 35000.015898
1, 152, 17, 31000.017412
1, 130, 11, 38999.993048
1, 38, 9, 22999.996067
1, 81, 13, 26999.990290
1, 51, 9, 25000.018137
1, 111, 15, 29999.984616
1, 58, 4, 19999.999520
1, 160, 14, 50000.010691
1, 17, 2, 9999.989427
1, 119, 13, 54999.984267
1, 95, 14, 30000.002309
1, 126, 17, 34999.998507
1, 154, 19, 40000.008371
1, 173, 13, 43999.981807
1, 94, 15, 31000.015625
1, 16, 1, 5000.024104
1, 187, 14, 44999.997550
1, 193, 19, 69999.968525
1, 139, 17, 34999.992144
1, 177, 17, 65000.041411
1, 55, 12, 29999.985307
1, 157, 11, 39999.973552
1, 180, 12, 60000.023908
1, 100, 8, 30000.017417
1, 177, 17, 64999.992134
1, 193, 19, 69999.999827
1, 102, 8, 29999.967683
1, 153, 18, 35000.012768
1, 175, 15, 55000.018579
1, 139, 17, 35000.004759
1, 2, 1, 5000.004625
1, 34, 5, 18999.992664
1, 88, 7, 25999.992246
1, 134, 15, 60000.020606
1, 183, 13, 64999.971283
1, 80, 12, 29999.980366
1, 29, 2, 10000.017415
1, 174, 14, 45000.013532
1, 129, 9, 31999.993506
1, 199, 14, 48000.005482
1, 69, 12, 29999.984294
1, 30, 2, 10000.026956
1, 64, 9, 29999.965170
1, 171, 12, 45000.007118
1, 163, 16, 60000.007082
1, 86, 7, 29999.987398
1, 107, 13, 45000.031558
1, 13, 12, 59999.970909
1, 10, 9, 45000.002170
1, 196, 20, 44999.989969
1, 59, 4, 17000.032451
1, 14, 13, 62999.976912
1, 57, 4, 20000.007875
1, 5, 4, 19999.981085
1, 68, 11, 25000.005428
1, 174, 14, 45000.020370
1, 10, 9, 45000.020865
1, 96, 13, 26999.986001
1, 190, 17, 57999.966602
1, 33, 4, 18000.035142
1, 196, 20, 41999.983893
1, 24, 10, 29999.991849
1, 34, 5, 19000.010789
1, 112, 16, 31000.018347
1, 120, 8, 39999.971525
1, 164, 18, 70000.031484
1, 24, 10, 29999.969311
1, 88, 7, 30000.008144
1, 184, 13, 49999.996358
1, 29, 2, 9999.999511
1, 141, 10, 50000.018151
1, 40, 11, 24999.966795
1, 99, 7, 35000.008033
1, 83, 13, 29999.995325
1, 185, 13, 50000.013813
1, 60, 4, 20000.028471
1, 14, 13, 64999.976958
1, 44, 3, 14999.983135
1, 54, 12, 30000.007183
1, 105, 7, 34999.995074
1, 157, 11, 39999.996281
1, 130, 11, 40000.039671
1, 181, 19, 39999.965441
1, 60, 4, 20000.030968
1, 119, 13, 54999.984034
1, 136, 10, 50000.004137
1, 131, 11, 39999.991803
1, 4, 3, 15000.003826
1, 46, 3, 15000.009886
1, 145, 13, 44999.970487
1, 49, 7, 25000.028873
1, 81, 13, 29999.985491
1, 93, 12, 39999.989729
1, 21, 7, 29999.990397
1, 161, 14, 50000.010870
1, 127, 9, 44999.994636
1, 181, 19, 40000.008658
1, 96, 13, 27000.027483
1, 116, 9, 32999.957436
1, 131, 11, 40000.008825
1, 80, 12, 30000.039602
1, 153, 18, 34999.956345
1, 96, 13, 26999.997256
1, 16, 1, 3000.005442
1, 31, 2, 10000.015530
1, 44, 3, 15000.013969
1, 119, 13, 54999.995143
1, 183, 13, 64999.996026
1, 111, 15, 29999.979171
1, 12, 11, 55000.000923
1, 195, 13, 65000.022080
1, 113, 8, 39999.983913
1, 53, 10, 23999.987488
1, 49, 7, 21000.005233
1, 189, 16, 50000.016789
1, 25, 10, 30000.008952
1, 195, 13, 65000.005225
1, 26, 12, 34999.973697
1, 125, 16, 30000.025157
1, 187, 14, 44999.987335
1, 186, 14, 45000.001895
1, 111, 15, 29999.975181
1, 51, 9, 25000.006087
1, 28, 14, 45000.020023
1, 183, 13, 64999.985801
1, 61, 4, 20000.012285
1, 172, 13, 44999.976816
1, 60, 4, 20000.005956
1, 59, 4, 17000.016732
1, 46, 3, 13000.019785
1, 152, 17, 30999.956476
1, 87, 6, 24000.015478
1, 82, 12, 25999.988378
1, 181, 19, 38999.995373
1, 120, 8, 40000.005891
1, 59, 4, 17000.012050
1, 116, 9, 33000.018105
1, 92, 11, 39999.988222
1, 6, 5, 25000.018015
1, 198, 14, 54999.993993
1, 42, 13, 34999.972234
1, 186, 14, 45000.034739
1, 20, 6, 24999.965804
1, 64, 9, 30000.025735
1, 33, 4, 17999.988222
1, 27, 12, 32000.014680
1, 70, 13, 34999.996688
1, 9, 8, 40000.003567
1, 82, 12, 26000.006558
1, 77, 9, 33999.968172
1, 188, 15, 49999.989703
1, 159, 14, 44999.999365
1, 162, 16, 60000.004155
1, 61, 4, 20000.022890
1, 112, 16, 35000.010622
1, 85, 6, 29999.973641
1, 84, 14, 35000.018885
1, 21, 7, 29999.986848
1, 118, 11, 45000.022522
1, 107, 13, 45000.006780
1, 181, 19, 39999.974155
1, 50, 8, 24999.977465
1, 192, 19, 70000.011132
1, 38, 9, 23000.010512
1, 176, 16, 52999.997750
1, 29, 2, 9000.026280
1, 181, 19, 39999.965326
1, 39, 11, 25000.031416
1, 30, 2, 10000.005506
1, 17, 2, 9999.960358
1, 183, 13, 65000.021151
1, 123, 16, 29999.971905
1, 104, 11, 45000.024116
1, 111, 15, 29999.986674
1, 44, 3, 15000.031601
1, 131, 11, 39999.965510
1, 22, 8, 30000.034355
1, 78, 10, 34999.975119
1, 78, 10, 34999.989277
1, 176, 16, 56000.030694
1, 48, 6, 18999.976223
1, 70, 13, 35000.020643
1, 195, 13, 64999.974837
1, 193, 19, 70000.015614
1, 129, 9, 31999.979136
1, 163, 16, 58000.014737
1, 130, 11, 40000.018118
1, 178, 18, 68999.968418
1, 167, 18, 31000.041073
1, 67, 11, 24999.961645
1, 168, 19, 40000.015983
1, 79, 11, 35000.007935
1, 120, 8, 39999.987249
1, 200, 15, 50000.007602
1, 110, 14, 27999.993356
1, 23, 9, 26999.985639
1, 142, 11, 40000.006902
1, 109, 15, 30000.006330
1, 121, 9, 44999.993553
1, 196, 20, 44999.988823
1, 7, 6, 30000.026165
1, 101, 7, 28999.976650
1, 93, 12, 36000.016746
1, 94, 15, 34999.985452
1, 92, 11, 39999.992156
1, 32, 4, 20000.023176
1, 150, 10, 50000.016582
1, 143, 10, 34999.960253
1, 4, 3, 15000.029006
1, 199, 14, 50000.005367
1, 181, 19, 40000.005545
1, 25, 10, 29999.965838
1, 196, 20, 44999.997498
1, 22, 8, 30000.028227
1, 180, 12, 60000.000606
1, 156, 11, 39999.974529
1, 141, 10, 50000.040851
1, 49, 7, 24999.975301
1, 6, 5, 25000.016628
1, 28, 14, 44999.998395
1, 58, 4, 19999.974823
1, 119, 13, 55000.032320
1, 46, 3, 14999.972417
1, 142, 11, 39999.997686
1, 12, 11, 55000.013153
1, 187, 14, 45000.011169
1, 34, 5, 18999.999268
1, 163, 16, 55999.993439
1, 4, 3, 15000.004259
1, 26, 12, 34999.976129
1, 171, 12, 44999.989022
1, 157, 11, 40000.003803
1, 100, 8, 30000.034933
1, 39, 11, 24999.959619
1, 92, 11, 40000.032744
1, 151, 12, 59999.977672
1, 26, 12, 35000.025818
1, 73, 5, 20000.006347
1, 173, 13, 43999.998373
1, 98, 15, 30999.961705
1, 18, 3, 15000.018732
1, 150, 10, 50000.008806
1, 123, 16, 30000.005993
1, 129, 9, 31999.995758
1, 39, 11, 23000.014413
1, 129, 9, 31999.960088
1, 69, 12, 27999.996183
1, 38, 9, 23000.036526
1, 158, 12, 36999.969099
1, 158, 12, 40000.039825
1, 174, 14, 44999.995123
1, 37, 8, 22000.001420
1, 32, 4, 17999.998080
1, 78, 10, 34999.985506
1, 170, 12, 45000.008201
1, 182, 19, 40000.011734
1, 81, 13, 29999.967803
1, 95, 14, 30000.008468
1, 62, 7, 24999.992687
1, 176, 16, 55999.991230
1, 25, 10, 29000.028377
1, 35, 6, 19999.989805
1, 17, 2, 10000.008167
1, 177, 17, 64999.986638
1, 15, 1, 5000.021434
1, 16, 1, 5000.000745
1, 185, 13, 49999.965527
1, 114, 9, 35000.035067
1, 37, 8, 21999.980116
1, 64, 9, 27999.988531
1, 139, 17, 34999.999951
1, 159, 14, 44999.990713
1, 100, 8, 29999.996992
1, 6, 5, 25000.032323
1, 163, 16, 59999.984309
1, 181, 19, 39999.989885
1, 21, 7, 29999.999542
1, 169, 12, 60000.030237
1, 44, 3, 14999.974673
1, 67, 11, 25000.000796
1, 200, 15, 49999.998202
1, 134, 15, 60000.021960
1, 108, 16, 34999.976304
1, 27, 12, 35000.032421
1, 29, 2, 9999.971727
1, 141, 10, 49999.995929
1, 79, 11, 34999.999422
1, 98, 15, 35000.009630
1, 13, 12, 60000.017174
1, 102, 8, 29999.981552
1, 151, 12, 60000.021292
1, 91, 6, 29999.987076
1, 116, 9, 34999.994012
1, 92, 11, 39999.984221
1, 165, 11, 55000.029669
1, 74, 6, 24999.973906
1, 93, 12, 40000.020433
1, 15, 1, 5000.015290
1, 38, 9, 22999.975118
1, 139, 17, 31999.984968
1, 185, 13, 50000.032259
1, 144, 11, 35999.980665
1, 109, 15, 28999.986407
1, 83, 13, 30000.015289
1, 174, 14, 45000.020473
1, 149, 17, 64999.997415
1, 33, 4, 18000.003081
1, 103, 9, 31999.969997
1, 176, 16, 56000.031599
1, 196, 20, 43999.997413
1, 146, 13, 44999.987542
1, 153, 18, 35000.000118
1, 135, 9, 45000.019083
1, 172, 13, 44999.970509
1, 6, 5, 25000.016879
1, 40, 11, 24999.973479
1, 69, 12, 30000.011063
1, 32, 4, 20000.015409
1, 186, 14, 44999.986055
1, 7, 6, 29999.990877
1, 58, 4, 19999.995839
1, 29, 2, 10000.005487
1, 175, 15, 55000.014596
1, 30, 2, 9999.992581
1, 158, 12, 40000.023324
1, 194, 13, 65000.001847
1, 35, 6, 19999.994060
1, 116, 9, 35000.010137
1, 138, 16, 29999.993705
1, 87, 6, 24999.988780
1, 89, 8, 35000.001157
1, 63, 8, 29999.999886
1, 67, 11, 24999.992129
1, 13, 12, 59999.980594
1, 198, 14, 55000.031234
1, 90, 6, 30000.015141
1, 116, 9, 34999.952205
1, 133, 13, 50000.030957
1, 193, 19, 69999.994242
1, 188, 15, 49999.992293
1, 95, 14, 30000.012193
1, 53, 10, 23999.973121
1, 150, 10, 46000.014210
1, 57, 4, 19999.996989
1, 7, 6, 29999.991000
1, 142, 11, 39999.995524
1, 198, 14, 55000.029862
1, 90, 6, 29999.991813
1, 61, 4, 19999.993000
1, 161, 14, 49999.986959
1, 39, 11, 25000.002346
1, 112, 16, 35000.042002
1, 158, 12, 39999.996852
1, 31, 2, 9999.971184
1, 52, 10, 25000.004183
1, 30, 2, 9999.994821
1, 117, 11, 45000.033052
1, 80, 12, 29999.962344
1, 185, 13, 50000.027929
1, 76, 5, 25000.004405
1, 58, 4, 19999.994931
1, 11, 10, 49999.981789
1, 189, 16, 50000.013253
1, 200, 15, 50000.001961
1, 54, 12, 29999.980166
1, 12, 11, 55000.003705
1, 115, 8, 30000.028366
1, 175, 15, 54999.987869
1, 34, 5, 19000.000978
1, 99, 7, 30999.968057
1, 175, 15, 55000.011891
1, 24, 10, 29999.986294
1, 179, 12, 60000.039366
1, 17, 2, 9999.995671
1, 178, 18, 69000.013183
1, 50, 8, 20999.950372
1, 180, 12, 60000.046568
1, 142, 11, 39999.971551
1, 2, 1, 5000.024402
1, 100, 8, 29999.959481
1, 57, 4, 20000.001178
1, 86, 7, 30000.000770
1, 178, 18, 69000.010267
1, 2, 1, 999.993405
1, 3, 2, 10000.039065
1, 170, 12, 44999.969534
1, 113, 8, 40000.030840
1, 144, 11, 35999.998837
1, 28, 14, 43999.999946
1, 82, 12, 25999.961659
1, 193, 19, 68999.996105
1, 182, 19, 40000.026336
1, 57, 4, 19999.995793
1, 128, 10, 35000.011919
1, 6, 5, 24999.998770
1, 3, 2, 9999.981169
1, 151, 12, 60000.007942
1, 8, 7, 34999.999150
1, 200, 15, 49999.975541
1, 158, 12, 40000.024505
1, 171, 12, 44999.997213
1, 187, 14, 45000.012982
1, 31, 2, 9999.971217
1, 120, 8, 40000.027569
1, 42, 13, 34999.973552
1, 59, 4, 17000.017806
1, 91, 6, 28000.002692
1, 13, 12, 59999.999551
1, 114, 9, 35000.003405
1, 89, 8, 34999.991710
1, 189, 16, 50000.001817
1, 106, 8, 39999.975718
1, 195, 13, 65000.012349
1, 130, 11, 40000.008396
1, 182, 19, 39999.982697
1, 64, 9, 30000.016181
1, 134, 15, 60000.010864
1, 184, 13, 50000.011095
1, 34, 5, 18999.991007
1, 182, 19, 35999.968040
1, 40, 11, 25000.007984
1, 156, 11, 40000.009170
1, 95, 14, 30000.013372
1, 93, 12, 39999.988967
1, 162, 16, 59999.988244
1, 74, 6, 24999.997592
1, 88, 7, 30000.028379
1, 100, 8, 30000.008804
1, 105, 7, 34999.962534
1, 117, 11, 45000.029467
1, 185, 13, 49999.977006
1, 28, 14, 44999.989085
1, 181, 19, 40000.014845
1, 41, 13, 34999.988012
1, 134, 15, 60000.005620
1, 30, 2, 9999.997774
1, 48, 6, 20000.007853
1, 159, 14, 45000.013857
1, 28, 14, 44999.991135
1, 193, 19, 70000.014334
1, 13, 12, 59999.997921
1, 194, 13, 64999.992779
1, 100, 8, 30000.005067
1, 15, 1, 4999.974291
1, 42, 13, 35000.018894
1, 65, 10, 29999.985712
1, 111, 15, 30000.035435
1, 55, 12, 29999.998953
1, 147, 15, 55000.005043
1, 38, 9, 22999.956969
1, 195, 13, 62000.021645
1, 141, 10, 50000.005141
1, 4, 3, 14999.973179
1, 123, 16, 30000.018422
1, 65, 10, 29999.996689
1, 133, 13, 50000.006376
1, 43, 3, 15000.007716
1, 148, 15, 54999.975997
1, 143, 10, 34999.992042
1, 136, 10, 50000.039364
1, 56, 13, 34999.972303
1, 95, 14, 30000.020867
1, 177, 17, 65000.006720
1, 29, 2, 9999.996215
1, 18, 3, 14999.989300
1, 128, 10, 35000.011541
1, 111, 15, 30000.000158
1, 16, 1, 4999.981425
1, 152, 17, 31000.015344
1, 65, 10, 28999.968969
1, 123, 16, 30000.020261
1, 111, 15, 29999.984118
1, 56, 13, 35000.039201
1, 151, 12, 59999.989669
1, 105, 7, 34999.971934
1, 153, 18, 35000.007002
1, 111, 15, 30000.002601
1, 112, 16, 35000.004075
1, 195, 13, 65000.014481
1, 26, 12, 34999.967708
1, 62, 7, 25000.042170
1, 120, 8, 39999.978554
1, 120, 8, 39999.980146
1, 146, 13, 45000.022838
1, 157, 11, 39999.980115
1, 122, 17, 35000.026422
1, 41, 13, 34999.973702
1, 139, 17, 34999.994438
1, 7, 6, 30000.041892
1, 147, 15, 54999.964450
1, 48, 6, 19999.993553
1, 121, 9, 45000.019908
1, 17, 2, 10000.025555
1, 147, 15, 54999.997036
1, 188, 15, 49999.963934
1, 132, 13, 50000.012293
1, 48, 6, 19999.978419
1, 53, 10, 24000.010817
1, 173, 13, 40000.000435
1, 160, 14, 45999.992379
1, 182, 19, 40000.017271
1, 118, 11, 44999.995323
1, 73, 5, 20000.025235
1, 166, 18, 34999.976328
1, 89, 8, 35000.015496
1, 26, 12, 34999.984792
1, 185, 13, 49999.992851
1, 19, 5, 25000.036154
1, 96, 13, 26999.965480
1, 17, 2, 7999.990220
1, 100, 8, 30000.016081
1, 190, 17, 60000.012655
1, 51, 9, 24999.986363
1, 105, 7, 35000.025163
1, 93, 12, 39999.973583
1, 95, 14, 30000.007398
1, 158, 12, 40000.013418
1, 29, 2, 9999.983466
1, 3, 2, 9999.998739
1, 147, 15, 54999.987816
1, 153, 18, 35000.015020
1, 12, 11, 54999.991108
1, 93, 12, 40000.022849
1, 164, 18, 70000.002767
1, 79, 11, 34999.965317
1, 156, 11, 39999.994391
1, 88, 7, 30000.014280
1, 117, 11, 44999.990111
1, 177, 17, 65000.003038
1, 116, 9, 35000.030370
1, 166, 18, 34999.970405
1, 76, 5, 25000.026183
1, 151, 12, 59999.991175
1, 161, 14, 50000.021776
1, 21, 7, 29999.973228
1, 72, 6, 24999.989833
1, 66, 11, 24999.995330
1, 24, 10, 30000.034164
1, 145, 13, 45000.002121
1, 49, 7, 24999.977899
1, 177, 17, 65000.020703
1, 195, 13, 64999.978784
1, 63, 8, 29999.982288
1, 118, 11, 45000.043236
1, 21, 7, 29999.959440
1, 143, 10, 35000.008051
1, 183, 13, 65000.013475
1, 82, 12, 26000.019470
1, 171, 12, 43999.956002
1, 57, 4, 20000.041252
1, 164, 18, 69999.986159
1, 184, 13, 49999.986859
1, 46, 3, 15000.005814
1, 48, 6, 19999.983259
1, 124, 15, 29000.026250
1, 158, 12, 36000.009000
1, 143, 10, 34999.984568
1, 46, 3, 14999.984624
1, 175, 15, 55000.000465
1, 30, 2, 10000.027039
1, 10, 9, 44999.997446
1, 25, 10, 29999.984811
1, 182, 19, 40000.006469
1, 6, 5, 25000.005607
1, 198, 14, 54999.980273
1, 70, 13, 35000.013330
1, 193, 19, 69999.997127
1, 73, 5, 19999.989757
1, 136, 10, 49999.995236
1, 125, 16, 30000.004912
1, 196, 20, 45000.027512
1, 15, 1, 4999.997873
1, 117, 11, 44999.974750
1, 63, 8, 30000.035823
1, 191, 18, 64999.957150
1, 15, 1, 5000.023186
1, 98, 15, 34999.998985
1, 44, 3, 14999.980965
1, 17, 2, 10000.032797
1, 45, 3, 14999.970974
1, 193, 19, 69999.987859
1, 49, 7, 25000.017399
1, 88, 7, 29999.994060
1, 119, 13, 55000.028007
1, 43, 3, 14999.962902
1, 166, 18, 35000.013940
1, 24, 10, 30000.008993
1, 17, 2, 10000.021211
1, 140, 18, 39999.986687
1, 102, 8, 29999.992207
1, 110, 14, 28000.019882
1, 32, 4, 16999.956491
1, 167, 18, 35000.002197
1, 15, 1, 5000.035372
1, 183, 13, 64999.970087
1, 124, 15, 29000.022432
1, 23, 9, 25999.988894
1, 42, 13, 35000.002242
1, 122, 17, 35000.005393
1, 134, 15, 59999.996633
1, 48, 6, 19999.981588
1, 68, 11, 25000.017454
1, 30, 2, 10000.025629
1, 41, 13, 34999.959208
1, 64, 9, 30000.009149
1, 51, 9, 25000.006267
1, 33, 4, 17999.984371
1, 21, 7, 27000.007544
1, 125, 16, 30000.008957
1, 173, 13, 44000.001233
1, 23, 9, 26000.005276
1, 158, 12, 39999.993118
1, 187, 14, 44999.998634
1, 49, 7, 24999.979823
1, 19, 5, 25000.017654
1, 75, 5, 25000.008717
1, 42, 13, 34999.975850
1, 145, 13, 44999.994731
1, 181, 19, 40000.022710
1, 59, 4, 16999.982386
1, 170, 12, 43000.039890
1, 79, 11, 34999.970856
1, 40, 11, 24999.998265
1, 10, 9, 44999.993885
1, 172, 13, 44999.993197
1, 52, 10, 25000.031884
1, 142, 11, 39999.998793
1, 128, 10, 34999.987218
1, 7, 6, 29999.982900
1, 199, 14, 50000.038493
1, 147, 15, 54999.961345
1, 91, 6, 30000.008492
1, 172, 13, 44999.993743
1, 107, 13, 45000.004848
1, 195, 13, 65000.016540
1, 19, 5, 24999.997518
1, 190, 17, 59999.984524
1, 170, 12, 45000.012701
1, 73, 5, 19999.983801
1, 147, 15, 55000.028155
1, 169, 12, 59999.993594
1, 141, 10, 49999.974369
1, 29, 2, 10000.032080
1, 199, 14, 49999.998737
1, 102, 8, 30000.015310
1, 197, 14, 69999.955635
1, 112, 16, 35000.009488
1, 57, 4, 20000.030989
1, 40, 11, 24999.971337
1, 196, 20, 45000.033174
1, 95, 14, 29999.974654
1, 70, 13, 34999.989255
1, 134, 15, 60000.024080
1, 109, 15, 29999.978284
1, 138, 16, 30000.003442
1, 109, 15, 30000.013543
1, 173, 13, 43999.990504
1, 162, 16, 56000.003679
1, 136, 10, 49999.989117
1, 80, 12, 29999.987591
1, 66, 11, 25000.035752
1, 4, 3, 14999.971954
1, 57, 4, 20000.024403
1, 187, 14, 44999.971047
1, 65, 10, 30000.042821
1, 196, 20, 44999.969739
1, 39, 11, 25000.005366
1, 169, 12, 59999.987126
1, 164, 18, 70000.019279
1, 120, 8, 40000.012958
1, 122, 17, 34999.974092
1, 93, 12, 40000.008959
1, 180, 12, 59999.986752
1, 106, 8, 40000.027831
1, 15, 1, 4999.979337
1, 150, 10, 50000.007707
1, 101, 7, 29000.020138
1, 170, 12, 40999.955201
1, 60, 4, 20000.011263
1, 28, 14, 44999.990587
1, 57, 4, 20000.041693
1, 20, 6, 24999.984604
1, 35, 6, 19999.987789
1, 160, 14, 50000.007767
1, 123, 16, 29999.984664
1, 164, 18, 70000.025737
1, 200, 15, 49999.989887
1, 168, 19, 39999.997183
1, 54, 12, 29999.978206
1, 22, 8, 30000.036342
1, 176, 16, 56000.005678
1, 39, 11, 23999.970443
1, 74, 6, 25000.004077
1, 170, 12, 45000.027337
1, 176, 16, 55999.974937
1, 130, 11, 39000.018922
1, 155, 11, 54999.975681
1, 172, 13, 45000.021097
1, 87, 6, 24999.967424
1, 199, 14, 50000.003622
1, 174, 14, 45000.013271
1, 194, 13, 64999.990021
1, 105, 7, 35000.018570
1, 41, 13, 35000.011835
1, 104, 11, 44999.979946
1, 38, 9, 22999.981925
1, 177, 17, 62000.045726
1, 134, 15, 59999.972396
1, 76, 5, 25000.022933
1, 147, 15, 54999.996709
1, 19, 5, 24999.999908
1, 121, 9, 45000.004763
1, 121, 9, 44999.965246
1, 117, 11, 45000.036211
1, 19, 5, 24999.978494
1, 155, 11, 55000.006448
1, 14, 13, 64999.990481
1, 105, 7, 34999.982567
1, 189, 16, 50000.012578
1, 37, 8, 22000.005179
1, 155, 11, 53000.013668
1, 51, 9, 25000.010422
1, 10, 9, 44999.996880
1, 40, 11, 24999.973434
1, 13, 12, 59999.987720
1, 23, 9, 30000.006782
1, 171, 12, 45000.030142
1, 77, 9, 34999.999971
1, 142, 11, 39999.964691
1, 191, 18, 65000.007124
1, 30, 2, 10000.024074
1, 137, 17, 34999.980465
1, 31, 2, 10000.009818
1, 194, 13, 64999.977126
1, 98, 15, 35000.027655
1, 120, 8, 39999.968429
1, 18, 3, 15000.009993
1, 6, 5, 24999.993744
1, 56, 13, 35000.005130
1, 43, 3, 15000.023297
1, 80, 12, 29999.994600
1, 60, 4, 19999.992742
1, 80, 12, 30000.007281
1, 75, 5, 24999.984836
1, 20, 6, 24999.996927
1, 170, 12, 45000.010799
1, 101, 7, 29000.008043
1, 85, 6, 25999.996995
1, 58, 4, 19999.983040
1, 127, 9, 45000.012076
1, 142, 11, 39999.996238
1, 56, 13, 35000.004973
1, 128, 10, 34999.985353
1, 199, 14, 50000.016509
1, 130, 11, 40000.016226
1, 81, 13, 29999.960965
1, 159, 14, 45000.010114
1, 181, 19, 40000.029832
1, 15, 1, 4999.995469
1, 24, 10, 29999.975696
1, 37, 8, 22000.034791
1, 24, 10, 27999.964357
1, 15, 1, 5000.033769
1, 187, 14, 44999.975082
1, 35, 6, 19999.998475
1, 166, 18, 35000.028506
1, 88, 7, 29999.962004
1, 128, 10, 35000.005724
1, 158, 12, 40000.025721
1, 62, 7, 24999.998755
1, 167, 18, 34999.961845
1, 24, 10, 30000.028011
1, 28, 14, 45000.019814
1, 122, 17, 35000.000905
1, 56, 13, 34999.998611
1, 31, 2, 9999.996115
1, 61, 4, 19999.959709
1, 153, 18, 35000.043051
1, 92, 11, 39999.990761
1, 8, 7, 34999.998684
1, 4, 3, 14999.999197
1, 66, 11, 25000.007392
1, 31, 2, 9999.964310
1, 110, 14, 28000.023539
1, 32, 4, 16999.984414
1, 132, 13, 50000.007251
1, 28, 14, 44999.987522
1, 29, 2, 10000.037418
1, 139, 17, 34999.979546
1, 11, 10, 50000.011536
1, 120, 8, 39999.979019
1, 102, 8, 29999.994472
1, 22, 8, 30000.003394
1, 116, 9, 35000.010425
1, 96, 13, 26999.980104
1, 105, 7, 33000.036527
1, 15, 1, 4999.961550
1, 130, 11, 40000.029605
1, 152, 17, 31000.015582
1, 149, 17, 63999.953350
1, 152, 17, 31000.045652
1, 153, 18, 33999.953331
1, 137, 17, 35000.009662
1, 75, 5, 24999.997981
1, 77, 9, 35000.013086
1, 152, 17, 31000.008586
1, 38, 9, 21999.985957
1, 81, 13, 26999.993658
1, 106, 8, 40000.035914
1, 92, 11, 39999.982699
1, 60, 4, 20000.013007
1, 66, 11, 24999.983556
1, 126, 17, 35000.005120
1, 39, 11, 24999.977081
1, 123, 16, 30000.004367
1, 26, 12, 35000.035717
1, 89, 8, 34999.983556
1, 79, 11, 34999.977142
1, 37, 8, 21999.999430
1, 48, 6, 18000.000680
1, 101, 7, 29000.020819
1, 74, 6, 20999.979161
1, 169, 12, 60000.009282
1, 60, 4, 19999.988454
1, 187, 14, 45000.034579
1, 39, 11, 24999.961790
1, 68, 11, 25000.022310
1, 127, 9, 45000.012209
1, 6, 5, 24999.990678
1, 17, 2, 10000.002347
1, 62, 7, 25000.012107
1, 178, 18, 68999.973212
1, 132, 13, 45999.998531
1, 85, 6, 30000.018146
1, 68, 11, 24999.994363
1, 159, 14, 44999.980507
1, 78, 10, 35000.042050
1, 154, 19, 39999.972200
1, 87, 6, 24999.988342
1, 140, 18, 40000.002142
1, 101, 7, 29000.013035
1, 16, 1, 1000.009622
1, 193, 19, 69999.969714
1, 46, 3, 15000.027206
1, 159, 14, 44999.978447
1, 184, 13, 50000.027252
1, 63, 8, 30000.008494
1, 25, 10, 29999.979371
1, 69, 12, 29999.976278
1, 12, 11, 55000.045378
1, 87, 6, 24999.958069
1, 53, 10, 24000.021024
1, 194, 13, 61000.017008
1, 80, 12, 29999.982770
1, 127, 9, 44999.977467
1, 5, 4, 20000.017325
1, 194, 13, 64999.994850
1, 13, 12, 59999.990661
1, 72, 6, 24999.998575
1, 81, 13, 30000.007270
1, 188, 15, 49999.990117
1, 151, 12, 60000.002607
1, 181, 19, 40000.036406
1, 60, 4, 19999.973027
1, 22, 8, 30000.015336
1, 156, 11, 40000.010424
1, 76, 5, 24999.997391
1, 56, 13, 34999.982330
1, 196, 20, 45000.012603
1, 116, 9, 35000.016329
1, 199, 14, 49999.979160
1, 116, 9, 34999.998066
1, 36, 7, 20999.976720
1, 160, 14, 49000.042031
1, 79, 11, 34999.958414
1, 159, 14, 45000.023534
1, 96, 13, 26999.995178
1, 3, 2, 8000.012312
1, 87, 6, 24999.988451
1, 7, 6, 30000.006568
1, 129, 9, 31999.980599
1, 198, 14, 53000.021883
1, 136, 10, 49999.975070
1, 82, 12, 26000.008079
1, 149, 17, 64000.006285
1, 48, 6, 19999.992129
1, 198, 14, 54999.995989
1, 86, 7, 30000.021333
1, 61, 4, 19999.978156
1, 18, 3, 14999.995747
1, 190, 17, 60000.007803
1, 132, 13, 50000.026711
1, 102, 8, 29999.999171
1, 32, 4, 19999.992035
1, 18, 3, 15000.001439
1, 14, 13, 65000.017096
1, 114, 9, 35000.001583
1, 43, 3, 14999.989239
1, 27, 12, 35000.009139
1, 97, 14, 29999.966839
1, 105, 7, 35000.019364
1, 67, 11, 24999.974729
1, 178, 18, 69000.038954
1, 6, 5, 20999.981348
1, 57, 4, 20000.005866
1, 194, 13, 64999.984033
1, 43, 3, 14999.981331
1, 91, 6, 30000.047467
1, 168, 19, 39999.985927
1, 92, 11, 39999.995548
1, 118, 11, 44999.983397
1, 175, 15, 54999.997633
1, 137, 17, 35000.031539
1, 178, 18, 68999.972390
1, 11, 10, 46000.027055
1, 130, 11, 39999.992164
1, 131, 11, 40000.008587
1, 14, 13, 64999.964616
1, 153, 18, 35000.041645
