Sender, Receiver, #hops, Total Time
1, 34, 5, 18999.956752
1, 34, 5, 14999.998660
1, 185, 13, 46000.016100
1, 108, 16, 35000.029250
1, 186, 14, 44999.968736
1, 7, 6, 30000.024966
1, 40, 11, 24999.961260
1, 113, 8, 40000.011703
1, 37, 8, 22000.017699
1, 171, 12, 42999.975399
1, 165, 11, 55000.003159
1, 102, 8, 30000.030586
1, 32, 4, 19999.992325
1, 68, 11, 25000.002388
1, 10, 9, 45000.000313
1, 107, 13, 45000.007273
1, 46, 3, 14999.972505
1, 57, 4, 20000.032061
1, 128, 10, 34999.974094
1, 55, 12, 29999.985081
1, 45, 3, 15000.001092
1, 104, 11, 45000.005178
1, 78, 10, 35000.005877
1, 193, 19, 70000.020807
1, 13, 12, 59999.981836
1, 113, 8, 39999.992169
1, 116, 9, 35000.015129
1, 52, 10, 24999.973233
1, 17, 2, 10000.028393
1, 103, 9, 34999.988454
1, 199, 14, 49999.988631
1, 165, 11, 55000.028344
1, 86, 7, 29999.996643
1, 115, 8, 29999.995092
1, 23, 9, 29999.973909
1, 60, 4, 20000.007875
1, 96, 13, 26999.989502
1, 92, 11, 38000.041971
1, 148, 15, 54999.989329
1, 165, 11, 54999.984518
1, 140, 18, 40000.021935
1, 23, 9, 29999.973472
1, 56, 13, 35000.012987
1, 138, 16, 29999.996854
1, 72, 6, 24999.994319
1, 110, 14, 27999.989667
1, 109, 15, 27000.010285
1, 127, 9, 45000.004861
1, 55, 12, 29999.986323
1, 160, 14, 50000.006453
1, 15, 1, 5000.013510
1, 9, 8, 39999.996121
1, 177, 17, 64999.980372
1, 118, 11, 45000.018300
1, 148, 15, 54999.985349
1, 67, 11, 24999.997602
1, 150, 10, 50000.026181
1, 77, 9, 34999.982194
1, 80, 12, 30000.036407
1, 119, 13, 54999.953410
1, 67, 11, 25000.032944
1, 181, 19, 39999.982908
1, 70, 13, 35000.002065
1, 118, 11, 44999.998573
1, 21, 7, 29999.992650
1, 45, 3, 15000.033819
1, 64, 9, 29999.991347
1, 196, 20, 44999.980056
1, 75, 5, 25000.010391
1, 56, 13, 35000.009310
1, 127, 9, 44999.983991
1, 115, 8, 30000.023233
1, 56, 13, 34999.965271
1, 128, 10, 35000.005244
1, 78, 10, 35000.021864
1, 66, 11, 24999.967491
1, 37, 8, 22000.045617
1, 149, 17, 62999.973150
1, 57, 4, 19999.998866
1, 193, 19, 70000.019879
1, 181, 19, 40000.000037
1, 34, 5, 18999.960892
1, 147, 15, 51000.016635
1, 156, 11, 39999.984927
1, 170, 12, 45000.014083
1, 85, 6, 30000.010922
1, 173, 13, 44000.014957
1, 10, 9, 40999.992944
1, 62, 7, 25000.003371
1, 89, 8, 34999.968974
1, 146, 13, 45000.023568
1, 48, 6, 19999.979660
1, 60, 4, 20000.013799
1, 178, 18, 68999.999465
1, 15, 1, 999.974275
1, 55, 12, 30000.029292
1, 92, 11, 40000.011305
1, 36, 7, 20999.985586
1, 8, 7, 33999.992575
1, 135, 9, 44999.987255
1, 133, 13, 50000.033730
1, 56, 13, 34999.993873
1, 46, 3, 14999.993948
1, 158, 12, 39999.997942
1, 140, 18, 40000.003423
1, 131, 11, 40000.011334
1, 132, 13, 49999.985107
1, 26, 12, 35000.008458
1, 155, 11, 54999.971322
1, 181, 19, 39999.997340
1, 97, 14, 30000.000243
1, 118, 11, 45000.011132
1, 166, 18, 34999.994732
1, 59, 4, 17000.036203
1, 56, 13, 32999.986284
1, 4, 3, 15000.011956
1, 198, 14, 54999.977458
1, 130, 11, 40000.025099
1, 186, 14, 44999.979024
1, 104, 11, 45000.015835
1, 72, 6, 24999.959454
1, 81, 13, 30000.038855
1, 173, 13, 43999.971613
1, 196, 20, 40999.998480
1, 8, 7, 35000.035774
1, 33, 4, 17999.991098
1, 166, 18, 31999.994588
1, 157, 11, 39999.984649
1, 7, 6, 29999.986432
1, 36, 7, 21000.032942
1, 83, 13, 28999.968914
1, 137, 17, 35000.030721
1, 171, 12, 44999.979543
1, 31, 2, 10000.017248
1, 187, 14, 45000.002370
1, 12, 11, 54999.988015
1, 133, 13, 50000.023599
1, 101, 7, 28999.970875
1, 62, 7, 21000.026397
1, 110, 14, 27999.998697
1, 126, 17, 31999.977057
1, 129, 9, 31999.982320
1, 161, 14, 48000.016543
1, 18, 3, 15000.013408
1, 195, 13, 65000.011177
1, 111, 15, 29999.962538
1, 33, 4, 17999.998315
1, 141, 10, 47000.003011
1, 24, 10, 29999.996875
1, 8, 7, 35000.013924
1, 153, 18, 34999.999606
1, 17, 2, 10000.028977
1, 193, 19, 69999.978356
1, 41, 13, 34999.978385
1, 15, 1, 5000.005397
1, 182, 19, 40000.000578
1, 147, 15, 55000.035834
1, 119, 13, 54999.999708
1, 128, 10, 34999.976327
1, 36, 7, 20999.992855
1, 144, 11, 35000.015042
1, 33, 4, 16999.984437
1, 140, 18, 37000.005821
1, 7, 6, 30000.025321
1, 58, 4, 19999.999198
1, 17, 2, 9999.968885
1, 164, 18, 70000.036212
1, 7, 6, 29999.986974
1, 79, 11, 35000.005604
1, 88, 7, 29999.995209
1, 16, 1, 4999.975527
1, 2, 1, 4999.996944
1, 42, 13, 35000.032527
1, 141, 10, 49999.971021
1, 181, 19, 40000.026034
1, 96, 13, 26999.970195
1, 155, 11, 53000.032642
1, 66, 11, 24999.979324
1, 179, 12, 59999.998941
1, 68, 11, 25000.001313
1, 188, 15, 50000.000818
1, 156, 11, 39999.988822
1, 37, 8, 22000.002206
1, 10, 9, 43000.027602
1, 12, 11, 55000.010802
1, 132, 13, 49999.956251
1, 82, 12, 26000.024795
1, 185, 13, 48999.994040
1, 49, 7, 25000.020790
1, 199, 14, 49999.975118
1, 56, 13, 35000.025484
1, 167, 18, 34999.998402
1, 46, 3, 14999.963835
1, 174, 14, 45000.004107
1, 48, 6, 20000.012851
1, 123, 16, 29999.981047
1, 172, 13, 45000.011892
1, 163, 16, 60000.013009
1, 12, 11, 54999.975906
1, 99, 7, 34999.993485
1, 141, 10, 50000.000534
1, 33, 4, 18000.008594
1, 85, 6, 27000.023395
1, 90, 6, 30000.004828
1, 59, 4, 16999.969128
1, 86, 7, 28000.011488
1, 114, 9, 34999.989482
1, 62, 7, 24999.999165
1, 95, 14, 30000.016870
1, 104, 11, 45000.002786
1, 10, 9, 45000.009864
1, 139, 17, 34999.979721
1, 198, 14, 55000.026435
1, 33, 4, 17999.992144
1, 162, 16, 56999.999969
1, 23, 9, 30000.004603
1, 14, 13, 65000.005123
1, 64, 9, 29999.979783
1, 18, 3, 14999.999298
1, 171, 12, 45000.002616
1, 158, 12, 39999.991419
1, 45, 3, 15000.018885
1, 90, 6, 29999.991368
1, 11, 10, 50000.007679
1, 131, 11, 39999.973161
1, 153, 18, 35000.029399
1, 139, 17, 34999.966787
1, 107, 13, 45000.015326
1, 47, 5, 20000.019738
1, 32, 4, 20000.002024
1, 168, 19, 39999.974016
1, 109, 15, 29999.998787
1, 75, 5, 25000.024002
1, 148, 15, 54999.976660
1, 50, 8, 25000.030757
1, 19, 5, 24999.968141
1, 141, 10, 50000.011008
1, 39, 11, 24999.984315
1, 75, 5, 25000.010474
1, 37, 8, 22000.010379
1, 6, 5, 22999.986967
1, 140, 18, 39999.988503
1, 82, 12, 26000.007810
1, 32, 4, 19000.029545
1, 90, 6, 29999.987519
1, 27, 12, 34999.992072
1, 189, 16, 49999.979558
1, 180, 12, 60000.034067
1, 2, 1, 4999.974466
1, 7, 6, 30000.037950
1, 109, 15, 29999.985948
1, 88, 7, 30000.003246
1, 102, 8, 30000.003435
1, 22, 8, 29999.992135
1, 51, 9, 25000.010696
1, 27, 12, 34999.966079
1, 67, 11, 24999.999896
1, 44, 3, 15000.031560
1, 104, 11, 44999.991310
1, 138, 16, 29999.981418
1, 5, 4, 19999.991429
1, 36, 7, 21000.040204
1, 35, 6, 18999.978430
1, 97, 14, 29999.985990
1, 70, 13, 34999.997616
1, 29, 2, 10000.018854
1, 131, 11, 39999.990063
1, 176, 16, 56000.000242
1, 149, 17, 64000.007762
1, 180, 12, 59999.983827
1, 140, 18, 39999.995653
1, 36, 7, 21000.011712
1, 9, 8, 38999.988994
1, 108, 16, 35000.025682
1, 103, 9, 35000.014313
1, 22, 8, 29999.962443
1, 92, 11, 40000.023613
1, 159, 14, 45000.013542
1, 105, 7, 34999.993157
1, 196, 20, 44999.993772
1, 53, 10, 23999.997071
1, 151, 12, 56000.001249
1, 53, 10, 24000.016685
1, 82, 12, 21999.987896
1, 101, 7, 27999.990383
1, 181, 19, 35999.996246
1, 62, 7, 24999.982010
1, 61, 4, 20000.032630
1, 108, 16, 34999.979722
1, 189, 16, 50000.023350
1, 29, 2, 9999.983307
1, 92, 11, 40000.004119
1, 60, 4, 20000.005050
1, 92, 11, 39999.972902
1, 81, 13, 30000.004295
1, 147, 15, 55000.006832
1, 74, 6, 25000.027210
1, 144, 11, 35999.969027
1, 116, 9, 34000.031533
1, 101, 7, 28999.986120
1, 141, 10, 46000.000770
1, 18, 3, 14999.991441
1, 129, 9, 32000.000142
1, 181, 19, 37999.996540
1, 159, 14, 45000.030446
1, 66, 11, 24999.954888
1, 188, 15, 50000.030562
1, 129, 9, 31999.972900
1, 168, 19, 37999.996266
1, 136, 10, 50000.044115
1, 146, 13, 44999.985307
1, 4, 3, 14999.970624
1, 82, 12, 26000.044115
1, 154, 19, 38999.963018
1, 80, 12, 30000.031554
1, 182, 19, 39999.974981
1, 136, 10, 50000.008892
1, 55, 12, 29999.991097
1, 63, 8, 30000.011132
1, 82, 12, 26000.007733
1, 143, 10, 33999.997284
1, 134, 15, 59999.980876
1, 180, 12, 60000.011011
1, 61, 4, 20000.014970
1, 150, 10, 49999.996610
1, 172, 13, 44999.987875
1, 22, 8, 29999.992323
1, 86, 7, 29999.984940
1, 34, 5, 19000.010377
1, 128, 10, 31000.016701
1, 137, 17, 34999.984510
1, 198, 14, 54999.996022
1, 82, 12, 25999.995148
1, 141, 10, 49000.026124
1, 127, 9, 44999.973705
1, 108, 16, 35000.033920
1, 146, 13, 45000.011090
1, 11, 10, 49999.964271
1, 6, 5, 25000.010097
1, 21, 7, 29999.985619
1, 106, 8, 40000.030003
1, 122, 17, 34999.984893
1, 37, 8, 21999.988344
1, 103, 9, 32999.989873
1, 22, 8, 30000.039922
1, 141, 10, 49999.999978
1, 7, 6, 29999.994957
1, 169, 12, 59999.987128
1, 41, 13, 35000.017521
1, 79, 11, 35000.000623
1, 194, 13, 64999.989121
1, 49, 7, 24999.978024
1, 34, 5, 19000.014050
1, 116, 9, 30999.991302
1, 58, 4, 20000.006470
1, 137, 17, 34999.986187
1, 105, 7, 35000.035759
1, 46, 3, 15000.002600
1, 191, 18, 64999.954535
1, 199, 14, 50000.012312
1, 147, 15, 55000.008491
1, 131, 11, 40000.022165
1, 117, 11, 44999.973105
1, 119, 13, 55000.018553
1, 64, 9, 30000.014053
1, 183, 13, 64999.978357
1, 193, 19, 70000.017218
1, 151, 12, 59999.956015
1, 22, 8, 30000.027436
1, 4, 3, 14999.986939
1, 129, 9, 32000.022700
1, 38, 9, 20999.965563
1, 198, 14, 52000.044001
1, 154, 19, 39999.979109
1, 4, 3, 14999.978142
1, 10, 9, 45000.015729
1, 76, 5, 25000.021127
1, 156, 11, 39999.961521
1, 25, 10, 30000.027828
1, 46, 3, 14999.970904
1, 117, 11, 45000.000356
1, 4, 3, 15000.039049
1, 28, 14, 44999.982627
1, 25, 10, 30000.021734
1, 52, 10, 24999.960187
1, 11, 10, 49999.999149
1, 196, 20, 45000.029767
1, 175, 15, 55000.003403
1, 25, 10, 29999.980541
1, 134, 15, 59999.983679
1, 33, 4, 18000.021170
1, 104, 11, 41999.985214
1, 163, 16, 60000.005523
1, 85, 6, 29999.990736
1, 76, 5, 25000.008755
1, 179, 12, 60000.020317
1, 23, 9, 29999.991631
1, 131, 11, 39999.980622
1, 32, 4, 20000.001676
1, 144, 11, 36000.021529
1, 71, 5, 24000.014297
1, 56, 13, 34999.960107
1, 81, 13, 30000.028344
1, 105, 7, 34999.992968
1, 60, 4, 19999.993365
1, 117, 11, 45000.009574
1, 65, 10, 30000.005177
1, 41, 13, 34999.973873
1, 131, 11, 40000.029202
1, 153, 18, 34999.966043
1, 193, 19, 70000.031787
1, 64, 9, 30000.003299
1, 178, 18, 68999.989959
1, 48, 6, 15999.976485
1, 64, 9, 29999.998761
1, 7, 6, 30000.021149
1, 184, 13, 49999.983540
1, 26, 12, 35000.037129
1, 35, 6, 19999.957284
1, 150, 10, 50000.032032
1, 22, 8, 29999.978252
1, 154, 19, 40000.009997
1, 145, 13, 45000.025496
1, 46, 3, 14999.978665
1, 174, 14, 45000.016249
1, 37, 8, 22000.003631
1, 154, 19, 37999.997319
1, 8, 7, 35000.004026
1, 142, 11, 39999.959105
1, 66, 11, 25000.004057
1, 3, 2, 10000.036994
1, 195, 13, 64999.963785
1, 97, 14, 30000.036007
1, 113, 8, 39999.980420
1, 65, 10, 29999.991669
1, 5, 4, 20000.027526
1, 138, 16, 29999.970171
1, 36, 7, 20999.996429
1, 192, 19, 69000.024413
1, 81, 13, 29999.999239
1, 38, 9, 22999.990470
1, 106, 8, 36999.984389
1, 46, 3, 15000.028666
1, 79, 11, 34999.963610
1, 109, 15, 30000.038661
1, 50, 8, 24999.971845
1, 33, 4, 18000.033151
1, 193, 19, 66999.958214
1, 5, 4, 19999.996195
1, 77, 9, 35000.036857
1, 57, 4, 19999.994255
1, 193, 19, 69999.986878
1, 195, 13, 64999.990695
1, 28, 14, 45000.005545
1, 59, 4, 16999.982888
1, 176, 16, 54000.037759
1, 54, 12, 28999.998792
1, 24, 10, 29999.966570
1, 139, 17, 35000.000331
1, 122, 17, 35000.013589
1, 153, 18, 35000.030838
1, 142, 11, 39999.956522
1, 60, 4, 20000.005752
1, 6, 5, 25000.028974
1, 14, 13, 64999.968208
1, 137, 17, 34999.993940
1, 47, 5, 20000.021968
1, 187, 14, 45000.021371
1, 195, 13, 64999.997179
1, 122, 17, 35000.005905
1, 39, 11, 24999.974906
1, 97, 14, 30000.014310
1, 17, 2, 9999.991416
1, 129, 9, 32000.005604
1, 188, 15, 47999.976946
1, 199, 14, 50000.017529
1, 111, 15, 30000.008858
1, 186, 14, 45000.006355
1, 18, 3, 14999.979122
1, 22, 8, 29999.980127
1, 22, 8, 30000.008724
1, 114, 9, 34999.992571
1, 12, 11, 55000.005131
1, 75, 5, 25000.039375
1, 66, 11, 24999.989785
1, 26, 12, 34999.980869
1, 19, 5, 24999.995090
1, 80, 12, 30000.002787
1, 100, 8, 29999.983464
1, 197, 14, 70000.013760
1, 139, 17, 35000.007410
1, 102, 8, 30000.018975
1, 28, 14, 45000.000245
1, 19, 5, 24999.977531
1, 87, 6, 25000.020120
1, 137, 17, 34999.984733
1, 84, 14, 34999.997716
1, 55, 12, 29999.979970
1, 131, 11, 40000.028100
1, 32, 4, 20000.003956
1, 104, 11, 45000.002004
1, 108, 16, 34999.997191
1, 151, 12, 60000.011764
1, 111, 15, 29999.958390
1, 10, 9, 45000.023952
1, 190, 17, 59999.982877
1, 180, 12, 60000.035529
1, 3, 2, 9999.960663
1, 74, 6, 25000.015444
1, 184, 13, 49999.989966
1, 15, 1, 4999.992647
1, 177, 17, 65000.009450
1, 2, 1, 4999.997041
1, 154, 19, 39999.992156
1, 106, 8, 40000.045763
1, 51, 9, 24999.973083
1, 199, 14, 49999.994317
1, 132, 13, 49999.997908
1, 146, 13, 44999.993517
1, 136, 10, 50000.008997
1, 83, 13, 29999.989498
1, 171, 12, 45000.002028
1, 83, 13, 30000.011066
1, 159, 14, 44999.982006
1, 160, 14, 50000.020631
1, 62, 7, 24999.980041
1, 7, 6, 30000.038896
1, 48, 6, 19999.984217
1, 23, 9, 30000.009766
1, 151, 12, 59999.979311
1, 125, 16, 30000.004146
1, 127, 9, 44999.987419
1, 22, 8, 30000.039271
1, 65, 10, 30000.002776
1, 190, 17, 59999.977543
1, 126, 17, 34999.983190
1, 56, 13, 35000.009415
1, 162, 16, 59999.993013
1, 140, 18, 40000.016228
1, 77, 9, 35000.006966
1, 135, 9, 44999.980520
1, 150, 10, 49999.987206
1, 67, 11, 25000.012169
1, 161, 14, 50000.005761
1, 172, 13, 44999.987520
1, 13, 12, 59999.998251
1, 33, 4, 18000.019416
1, 182, 19, 37000.018585
1, 151, 12, 59999.966280
1, 50, 8, 25000.031749
1, 42, 13, 34999.967809
1, 10, 9, 45000.035499
1, 114, 9, 34999.992828
1, 25, 10, 29999.998705
1, 43, 3, 14999.990335
1, 80, 12, 29999.999501
1, 23, 9, 30000.008007
1, 77, 9, 35000.006924
1, 128, 10, 34999.991865
1, 14, 13, 64999.969445
1, 114, 9, 35000.005635
1, 67, 11, 25000.020884
1, 90, 6, 29999.984159
1, 36, 7, 21000.035914
1, 2, 1, 3999.981663
1, 142, 11, 39999.978330
1, 112, 16, 35000.040131
1, 144, 11, 35999.957384
1, 57, 4, 19000.028833
1, 96, 13, 26999.976159
1, 102, 8, 27999.990669
1, 42, 13, 35000.032476
1, 122, 17, 35000.009228
1, 137, 17, 34999.965471
1, 171, 12, 45000.015794
1, 137, 17, 34999.993004
1, 2, 1, 5000.028704
1, 15, 1, 4999.991682
1, 52, 10, 25000.001447
1, 113, 8, 40000.008185
1, 159, 14, 44999.953927
1, 19, 5, 25000.006604
1, 142, 11, 40000.009793
1, 90, 6, 30000.030858
1, 61, 4, 19999.962215
1, 115, 8, 30000.013140
1, 153, 18, 35000.023945
1, 22, 8, 29999.996482
1, 183, 13, 64999.956194
1, 138, 16, 30000.008590
1, 40, 11, 25000.002604
1, 110, 14, 28000.025535
1, 19, 5, 21999.992090
1, 112, 16, 35000.017260
1, 116, 9, 34999.989056
1, 25, 10, 30000.005531
1, 6, 5, 24999.979126
1, 175, 15, 54999.980477
1, 40, 11, 25000.040907
1, 75, 5, 24999.992812
1, 47, 5, 19999.968869
1, 171, 12, 45000.003015
1, 48, 6, 19999.999666
1, 38, 9, 23000.042738
1, 120, 8, 36999.967197
1, 5, 4, 20000.019227
1, 194, 13, 64999.972144
1, 111, 15, 30000.017777
1, 166, 18, 35000.015172
1, 77, 9, 35000.001152
1, 103, 9, 34999.967012
1, 71, 5, 25000.039855
1, 58, 4, 19999.956061
1, 41, 13, 35000.012409
1, 11, 10, 50000.032518
1, 76, 5, 24999.956444
1, 199, 14, 50000.034188
1, 94, 15, 34999.981770
1, 151, 12, 60000.006672
1, 132, 13, 49999.991477
1, 60, 4, 19999.988949
1, 121, 9, 45000.000767
1, 64, 9, 30000.017390
1, 46, 3, 14999.981241
1, 76, 5, 24999.997618
1, 139, 17, 35000.014708
1, 24, 10, 29999.998546
1, 85, 6, 30000.022218
1, 152, 17, 30999.972508
1, 175, 15, 54000.026791
1, 139, 17, 34999.994018
1, 145, 13, 44999.974784
1, 127, 9, 45000.026706
1, 161, 14, 50000.002518
1, 188, 15, 49999.993120
1, 123, 16, 29999.994910
1, 36, 7, 21000.010995
1, 53, 10, 22999.971870
1, 85, 6, 26000.000119
1, 101, 7, 29000.014460
1, 117, 11, 40999.989586
1, 153, 18, 35000.003063
1, 14, 13, 64999.994649
1, 156, 11, 39999.994190
1, 156, 11, 39999.998723
1, 145, 13, 45000.029511
1, 84, 14, 34999.974229
1, 36, 7, 21000.032024
1, 78, 10, 33999.960783
1, 197, 14, 70000.047416
1, 163, 16, 59999.957410
1, 14, 13, 65000.037764
1, 24, 10, 29999.992500
1, 152, 17, 30999.997649
1, 38, 9, 21999.966589
1, 64, 9, 27000.014745
1, 194, 13, 65000.022919
1, 7, 6, 29999.982971
1, 43, 3, 15000.012482
1, 153, 18, 34999.998946
1, 68, 11, 24999.981376
1, 83, 13, 29999.986491
1, 132, 13, 50000.025869
1, 175, 15, 55000.005796
1, 29, 2, 9999.981727
1, 46, 3, 15000.017741
1, 48, 6, 19999.975353
1, 199, 14, 50000.009887
1, 138, 16, 29999.988389
1, 182, 19, 40000.012264
1, 72, 6, 25000.013739
1, 9, 8, 39999.976179
1, 131, 11, 39999.993961
1, 105, 7, 35000.009169
1, 13, 12, 59999.989741
1, 133, 13, 50000.048849
1, 65, 10, 29999.993045
1, 70, 13, 34999.984489
1, 54, 12, 30000.010425
1, 134, 15, 60000.002616
1, 44, 3, 14999.993089
1, 75, 5, 25000.007086
1, 63, 8, 29999.984911
1, 185, 13, 50000.022624
1, 17, 2, 9999.969461
1, 121, 9, 45000.011010
1, 86, 7, 29999.984357
1, 176, 16, 56000.010119
1, 152, 17, 30000.006060
1, 71, 5, 23999.992074
1, 51, 9, 25000.026818
1, 76, 5, 24999.969445
1, 23, 9, 30000.005934
1, 176, 16, 56000.018149
1, 193, 19, 68999.983613
1, 180, 12, 60000.009629
1, 108, 16, 34999.982419
1, 54, 12, 29999.986992
1, 78, 10, 35000.006937
1, 142, 11, 39999.998477
1, 148, 15, 55000.023417
1, 126, 17, 35000.016721
1, 149, 17, 64999.960781
1, 91, 6, 30000.010655
1, 200, 15, 49999.996032
1, 144, 11, 35999.998703
1, 158, 12, 39000.027425
1, 126, 17, 34999.988931
1, 69, 12, 29999.975544
1, 133, 13, 50000.029921
1, 149, 17, 64999.993890
1, 78, 10, 34999.979908
1, 142, 11, 40000.011637
1, 65, 10, 29999.994382
1, 136, 10, 50000.005447
1, 114, 9, 35000.025117
1, 136, 10, 49999.954518
1, 171, 12, 45000.004143
1, 174, 14, 44999.995892
1, 52, 10, 25000.036027
1, 82, 12, 25999.983816
1, 50, 8, 24000.020647
1, 31, 2, 9999.981922
1, 6, 5, 25000.024652
1, 174, 14, 44999.975076
1, 146, 13, 45000.009773
1, 99, 7, 35000.003823
1, 129, 9, 31999.970052
1, 200, 15, 48000.011951
1, 196, 20, 45000.001337
1, 19, 5, 25000.012976
1, 93, 12, 39999.978017
1, 43, 3, 15000.012650
1, 107, 13, 45000.012508
1, 166, 18, 34999.978661
1, 163, 16, 60000.032535
1, 74, 6, 24999.952205
1, 194, 13, 65000.015592
1, 81, 13, 30000.020135
1, 110, 14, 27999.983915
1, 74, 6, 21999.998353
1, 140, 18, 39999.986227
1, 15, 1, 5000.004741
1, 183, 13, 65000.019122
1, 177, 17, 64999.990049
1, 147, 15, 55000.002843
1, 40, 11, 24999.978725
1, 176, 16, 56000.047767
1, 194, 13, 63999.973588
1, 50, 8, 24999.980374
1, 161, 14, 50000.010276
1, 96, 13, 27000.030075
1, 121, 9, 42999.991559
1, 198, 14, 55000.014363
1, 47, 5, 19999.994603
1, 61, 4, 20000.000688
1, 29, 2, 9999.957869
1, 199, 14, 50000.010983
1, 161, 14, 50000.002701
1, 16, 1, 5000.003233
1, 79, 11, 34999.996507
1, 60, 4, 20000.030544
1, 82, 12, 25999.985356
1, 106, 8, 38999.980092
1, 22, 8, 29999.992317
1, 116, 9, 35000.007709
1, 120, 8, 40000.019883
1, 21, 7, 29999.992681
1, 4, 3, 14999.999228
1, 105, 7, 35000.009198
1, 180, 12, 59999.986182
1, 125, 16, 30000.008622
1, 32, 4, 20000.008570
1, 71, 5, 25000.002390
1, 14, 13, 64999.992774
1, 109, 15, 30000.008780
1, 184, 13, 49999.975421
1, 19, 5, 25000.004798
1, 4, 3, 15000.006139
1, 101, 7, 28999.987698
1, 123, 16, 26000.006879
1, 38, 9, 22999.989077
1, 111, 15, 26999.991629
1, 145, 13, 45000.044270
1, 41, 13, 34999.959111
1, 105, 7, 35000.034530
1, 178, 18, 68999.974012
1, 182, 19, 36000.007243
1, 80, 12, 29999.994628
1, 146, 13, 44999.999552
1, 15, 1, 5000.000917
1, 37, 8, 21999.995111
1, 164, 18, 67999.992248
1, 140, 18, 40000.027179
1, 32, 4, 19999.983807
1, 10, 9, 44999.996525
1, 65, 10, 29999.993951
1, 53, 10, 24000.024004
1, 199, 14, 46000.019557
1, 142, 11, 39999.957714
1, 160, 14, 50000.029390
1, 153, 18, 34999.988329
1, 43, 3, 14999.982780
1, 72, 6, 24999.995108
1, 68, 11, 25000.004374
1, 59, 4, 17000.015132
1, 175, 15, 53000.025954
1, 162, 16, 59999.959940
1, 16, 1, 5000.039648
1, 148, 15, 54999.977609
1, 128, 10, 35000.025969
1, 103, 9, 34999.955993
1, 55, 12, 29999.998718
1, 84, 14, 35000.037616
1, 107, 13, 45000.007863
1, 51, 9, 24999.956398
1, 175, 15, 55000.007321
1, 149, 17, 65000.017181
1, 145, 13, 44999.999672
1, 155, 11, 54999.970290
1, 186, 14, 45000.042673
1, 56, 13, 34999.970986
1, 161, 14, 50000.000168
1, 116, 9, 34999.989214
1, 11, 10, 50000.028138
1, 151, 12, 59999.976485
1, 48, 6, 19999.992752
1, 47, 5, 20000.007846
1, 178, 18, 69000.019093
1, 57, 4, 16000.016280
1, 111, 15, 29999.977168
1, 57, 4, 20000.020044
1, 140, 18, 39999.972496
1, 108, 16, 35000.000622
1, 160, 14, 50000.016647
1, 25, 10, 29999.985845
1, 146, 13, 45000.018808
1, 140, 18, 39999.976976
1, 174, 14, 45000.029345
1, 3, 2, 9999.964709
1, 155, 11, 55000.009142
1, 153, 18, 35000.024095
1, 97, 14, 29999.970383
1, 146, 13, 45000.021779
1, 169, 12, 59999.980590
1, 168, 19, 40000.036203
1, 107, 13, 44999.968896
1, 138, 16, 30000.003629
1, 141, 10, 49999.980685
1, 80, 12, 30000.012548
1, 98, 15, 34999.994778
1, 114, 9, 35000.005046
1, 16, 1, 4999.996118
1, 52, 10, 25000.002134
1, 58, 4, 19999.987453
1, 80, 12, 30000.034124
1, 168, 19, 39999.996125
1, 176, 16, 56000.007675
1, 15, 1, 3999.988831
1, 23, 9, 29999.996338
1, 19, 5, 25000.019843
1, 53, 10, 23999.976351
1, 51, 9, 21000.012167
1, 92, 11, 40000.011151
1, 131, 11, 39999.957484
1, 31, 2, 10000.037302
1, 26, 12, 35000.006782
1, 15, 1, 4999.962992
1, 125, 16, 29999.993148
1, 77, 9, 35000.014412
1, 112, 16, 34999.991187
1, 188, 15, 50000.019711
1, 199, 14, 50000.018209
1, 48, 6, 19999.997959
1, 138, 16, 29999.985996
1, 48, 6, 19999.986226
1, 62, 7, 25000.001399
1, 188, 15, 50000.011451
1, 122, 17, 34999.998384
1, 49, 7, 24999.984276
1, 81, 13, 30000.011990
1, 101, 7, 28999.986435
1, 153, 18, 30999.996028
1, 111, 15, 30000.034104
1, 142, 11, 39999.964683
1, 155, 11, 55000.027204
1, 144, 11, 35999.985310
1, 126, 17, 34000.014494
1, 199, 14, 49999.983902
1, 189, 16, 50000.022234
1, 47, 5, 19999.986864
1, 109, 15, 29999.995658
1, 129, 9, 31999.987257
1, 156, 11, 38000.032380
1, 137, 17, 34999.969654
1, 89, 8, 35000.003791
1, 184, 13, 50000.019187
1, 86, 7, 29999.992060
1, 42, 13, 34999.994568
1, 67, 11, 24999.984398
1, 162, 16, 60000.008923
1, 139, 17, 35000.026944
1, 119, 13, 54999.965233
1, 80, 12, 30000.031788
1, 63, 8, 30000.013984
1, 140, 18, 39999.956422
1, 160, 14, 50000.029238
1, 15, 1, 5000.002399
1, 137, 17, 34999.965731
1, 87, 6, 25000.015736
1, 44, 3, 14999.990182
1, 85, 6, 30000.024075
1, 158, 12, 39999.978186
1, 183, 13, 65000.035617
1, 161, 14, 49999.986423
1, 36, 7, 20999.976243
1, 183, 13, 64000.012150
1, 17, 2, 9999.991125
1, 21, 7, 30000.010184
1, 42, 13, 34999.992956
1, 165, 11, 55000.013434
1, 185, 13, 49999.992997
1, 103, 9, 35000.019718
1, 94, 15, 34999.979827
